entry_num,item_zh,item_en,compatibility,reason,pg_num,source,comments
1,麵包;核桃,bread;walnut,good,預防心臟病,57,吃對食物健康100分,N/A
521,蔥;毛豆,scallion||green onion;edamame,good,安定神經、改善失眠,231,吃對食物健康100分,N/A
522,蔥;豆腐,scallion||green onion;tofu,bad,易形成草酸性結石,231,吃對食物健康100分,N/A
523,蔥;蜂蜜,scallion||green onion;honey,bad,易造成腹瀉,231,吃對食物健康100分,N/A
524,薑;醋,ginger root;vinegar,good,減緩噁心、嘔吐症狀,233,吃對食物健康100分,N/A
525,薑;皮蛋,ginger root;century egg||preserved egg||preserve egg,good,延緩老化、保持青春,233,吃對食物健康100分,N/A
526,薑;蟹,ginger root;crab,good,袪寒、殺菌、解毒,233,吃對食物健康100分,N/A
527,薑;酒,ginger root;wine||liqueur,bad,容易造成火氣大,233,吃對食物健康100分,N/A
528,薑;兔肉,ginger root;rabbit,bad,易導致腹瀉,233,吃對食物健康100分,N/A
529,大蒜;花椰菜,garlic;broccoli,good,防癌效果加倍,235,吃對食物健康100分,N/A
530,大蒜;豬肉,garlic;pork,good,增強體力、幫助腦部發育,235,吃對食物健康100分,N/A
531,大蒜;小黃瓜,garlic;cucumber,good,瘦身養顏抗老化,235,吃對食物健康100分,N/A
532,大蒜;芒果,garlic;mango,bad,對胃腸不適,235,吃對食物健康100分,N/A
533,大蒜;羊肉,garlic;lamb||mutton,bad,易造成體內燥熱,235,吃對食物健康100分,N/A
534,辣椒;烏賊,chili pepper;cuttlefish||squid,good,降低血壓及膽固醇,236,吃對食物健康100分,N/A
535,辣椒;綠葉蔬菜,chili pepper;green leafy vegetable,good,預防癌症及動脈硬化,236,吃對食物健康100分,N/A
536,辣椒;生胡蘿蔔,chili pepper;raw carrot,bad,破壞維生素C的營養,236,吃對食物健康100分,N/A
537,辣椒;豬肝,chili pepper;pork liver,bad,破壞維生素C的功效,236,吃對食物健康100分,N/A
538,芥末油;西芹,mustard oil;celery,good,養顏美容、增加免疫系統,237,吃對食物健康100分,N/A
539,芥末油;菠菜,mustard oil;spinach,good,促進食慾、改善貧血,237,吃對食物健康100分,N/A
540,芥末;雞肉,mustard||wasabi||horseradish;chicken,bad,火氣大,237,吃對食物健康100分,N/A
541,香菜;豆腐,parsley||coriander||cilantro;tofu,good,預防更年期障礙,238,吃對食物健康100分,N/A
542,香菜;豬瘦肉,parsley||coriander||cilantro;lean pork,good,預防貧血、補充鐵質,238,吃對食物健康100分,N/A
543,香菜;生黃瓜,parsley||coriander||cilantro;raw cucumber,bad,破壞維生素C的營養,238,吃對食物健康100分,N/A
544,香菜;生胡蘿蔔,parsley||coriander||cilantro;raw carrot,bad,營養價值降低,238,吃對食物健康100分,N/A
545,九層塔;蛋,basil;egg,good,改善經期不順,239,吃對食物健康100分,N/A
546,九層塔;茄子,basil;eggplant,good,抗老化,239,吃對食物健康100分,N/A
547,九層塔;香菜,basil;parsley||coriander||cilantro,bad,易造成黑色素沉,239,吃對食物健康100分,N/A
548,九層塔;咖哩,basil;curry,bad,易造成早產,239,吃對食物健康100分,N/A
549,咖哩;馬鈴薯,curry;potato,good,營養素均衡,241,吃對食物健康100分,N/A
550,咖哩;洋蔥,curry;onion,good,調節血壓、祛寒,241,吃對食物健康100分,N/A
551,咖哩;胡蘿蔔,curry;carrot,good,維生素A營養加倍,241,吃對食物健康100分,N/A
552,咖哩;羊肉,curry;lamb||mutton,bad,容易火氣大、造成便秘,241,吃對食物健康100分,N/A
553,黑胡椒;牛肉,black pepper;beef,good,增進食慾、祛寒補血,242,吃對食物健康100分,N/A
554,胡椒;豬肝,pepper;pork liver,good,增強造血機能,242,吃對食物健康100分,N/A
555,胡椒;酒,pepper;wine||liqueur,bad,引發腸胃道疾病,242,吃對食物健康100分,N/A
556,胡椒;芥末,pepper;mustard||wasabi||horseradish,bad,刺激眼睛和消化道,242,吃對食物健康100分,N/A
557,花椒;豆腐,bunge prickly ash||bunge pricklyash;tofu,good,解毒健胃、補充鈣質,243,吃對食物健康100分,N/A
558,花椒;豬瘦肉,bunge prickly ash||bunge pricklyash;lean pork,good,去腥開胃、補充鐵質,243,吃對食物健康100分,N/A
559,花椒;羊肉,bunge prickly ash||bunge pricklyash;lamb||mutton,bad,火氣大、便秘,243,吃對食物健康100分,N/A
560,醋;骨頭湯,vinegar;bone broth,good,增加鈣質吸收,245,吃對食物健康100分,N/A
561,醋;芝麻,vinegar;sesame seed,good,幫助鐵質鈣質吸收,245,吃對食物健康100分,N/A
562,醋;酒,vinegar;wine||liqueur,bad,造成胃發炎,245,吃對食物健康100分,N/A
563,醋;胡蘿蔔,vinegar;carrot,bad,破壞類胡蘿蔔素,245,吃對食物健康100分,N/A
564,醋;綠色青菜,vinegar;green vegetable,bad,破壞青菜的營養價值,245,吃對食物健康100分,N/A
565,黑糖;紅豆,brown sugar;azuki bean||adzuki bean,good,補充鐵質、預防貧血,246,吃對食物健康100分,N/A
566,黑糖;龍眼乾,brown sugar;dry longan||dried longan,good,減緩月經不適,246,吃對食物健康100分,N/A
567,黑糖;生蚵,brown sugar;raw clam,bad,影響維生素B1的吸收,246,吃對食物健康100分,N/A
568,黑糖;咖啡,brown sugar;coffee,bad,破壞維生素B1的營養,246,吃對食物健康100分,N/A
569,咖啡;巧克力,coffee;chocolate,good,心情愉快、撫慰憂慮,249,吃對食物健康100分,N/A
570,咖啡;酒,coffee;wine||liqueur,bad,增加腦部傷害與心血管的負擔,249,吃對食物健康100分,N/A
571,咖啡;菠菜,coffee;spinach,bad,使鐵質的吸收降低,249,吃對食物健康100分,N/A
572,茶;芭樂,tea;guava,good,清除自由基,251,吃對食物健康100分,N/A
573,茶;雞排,tea;chicken cutlet||chicken steak,bad,影響鐵質吸收,251,吃對食物健康100分,N/A
574,茶;酒,tea;wine||liqueur,bad,快速酒醉、影響腎功能,251,吃對食物健康100分,N/A
575,紅酒;牛排,red wine;steak,good,減少動脈硬化、去油膩,253,吃對食物健康100分,N/A
576,紅酒;南瓜,red wine;pumpkin,good,抗氧化,253,吃對食物健康100分,N/A
577,紅酒;花椰菜,red wine;broccoli,good,保護肝臟,253,吃對食物健康100分,N/A
578,紅酒;純巧克力,red wine;raw chocolate,good,促進新陳代謝,253,吃對食物健康100分,N/A
579,紅酒;芥末醬,red wine;mustard,bad,紅酒變無味,253,吃對食物健康100分,N/A
580,啤酒;牛奶,beer;milk,good,緩和酒精的吸收,254,吃對食物健康100分,N/A
581,啤酒;煙燻臘肉,beer;smoked bacon,bad,加重肝臟負擔,254,吃對食物健康100分,N/A
582,啤酒;螃蟹,beer;crab,bad,容易引起腹瀉,254,吃對食物健康100分,N/A
583,可樂;檸檬;薑,cola;lemon;ginger root,good,暖胃、驅風寒,255,吃對食物健康100分,N/A
584,可樂;鹽;水,cola;salt;water,good,補充電解質,255,吃對食物健康100分,N/A
585,可樂;烤肉,cola;barbeque||bbq,bad,提高致癌風險,255,吃對食物健康100分,N/A
586,香腸;乳酸飲料,N/A,bad,產生致癌物，提高癌症罹患率,20,飲食宜忌速查輕圖典,N/A
587,熱狗;香蕉,hot dog;banana,bad,產生致癌物，提高癌症罹患率,21,飲食宜忌速查輕圖典,N/A
588,香腸;臘肉,N/A,bad,產生致癌物，提高癌症罹患率,22,飲食宜忌速查輕圖典,N/A
589,肉類;濃茶,N/A,bad,阻礙蛋白質和鐵質的吸收,23,飲食宜忌速查輕圖典,N/A
590,火腿;硬起司,ham;cheese,bad,產生致癌物，提高癌症罹患率,24,飲食宜忌速查輕圖典,N/A
591,豬肝;韭菜,N/A,bad,不適合孕婦食，易造成流產或影響胎兒發育,25,飲食宜忌速查輕圖典,N/A
592,豬肚;啤酒,N/A,bad,普林過高，容易引發痛風,26,飲食宜忌速查輕圖典,N/A
593,豬肉;生醃蛤蜊,N/A,bad,阻礙維生素B1的吸收,27,飲食宜忌速查輕圖典,N/A
594,羊肉;醋,lamb||mutton;vinegar,bad,阻礙蛋白質和吸收利用、易造成消化不良,28,飲食宜忌速查輕圖典,N/A
595,菠菜;豆腐,spinach;tofu,bad,影響鈣質吸收、容易引起結石,29,飲食宜忌速查輕圖典,N/A
596,竹筍;雞湯,bamboo shoot;chicken soup,bad,高普林，容易引起痛風,30,飲食宜忌速查輕圖典,N/A
597,酒;胡蘿蔔,N/A,bad,影響肝臟代謝功能,31,飲食宜忌速查輕圖典,N/A
598,香椿;雞蛋,N/A,bad,產生致癌物，提高罹患癌症的風險,32,飲食宜忌速查輕圖典,N/A
599,醋;芋頭,N/A,bad,延長澱粉在胃中停留的時間，影響消化,33,飲食宜忌速查輕圖典,N/A
600,蘆筍;干貝,asparagus;scallop,bad,皆為高普林食物，會提高引發通風的機率,34,飲食宜忌速查輕圖典,N/A
601,空心菜;乳製品,N/A,bad,形成草酸鈣，易阻礙鈣質吸收或造成結石,35,飲食宜忌速查輕圖典,N/A
602,紫甘藍;甜椒,N/A,bad,減低人類對維生素C的吸收利用,36,飲食宜忌速查輕圖典,N/A
603,蘆薈;綠茶,N/A,bad,易造成孕婦流產，以及阻礙鐵質吸收,37,飲食宜忌速查輕圖典,N/A
604,番茄;小黃瓜,tomato;cucumber,bad,降低維生素C的吸收利用,38,飲食宜忌速查輕圖典,N/A
605,木耳;螺肉,N/A,bad,妨礙人體消化，對腸胃不好,39,飲食宜忌速查輕圖典,N/A
606,苦瓜;豆鼓,N/A,bad,為高鈉的飲食，不適合高血壓患者食用,40,飲食宜忌速查輕圖典,N/A
607,牛奶;韭菜,N/A,bad,形成草酸鈣，易阻礙鈣質吸收或造成結石,41,飲食宜忌速查輕圖典,N/A
608,芹菜;魷魚,N/A,bad,產生致癌物，提高癌症罹患率,42,飲食宜忌速查輕圖典,N/A
609,牛奶;草莓,milk;strawberry,bad,形成草酸鈣，易阻礙鈣質吸收,43,飲食宜忌速查輕圖典,N/A
610,牛奶;奇異果,milk;kiwi,bad,容易產生凝結塊，也容易造成腹瀉,44,飲食宜忌速查輕圖典,N/A
611,頻果;茶,apple;tea,bad,造成維生素流失，並降低人類對鐵質的吸收利用,45,飲食宜忌速查輕圖典,N/A
612,橘子;蘿蔔,N/A,bad,會抑制人體對碘的吸收，影響甲狀腺功能,46,飲食宜忌速查輕圖典,N/A
613,榴蓮;荔枝,N/A,bad,升糖指數過高，不適合血糖不穩者食用,47,飲食宜忌速查輕圖典,N/A
614,奇異果;香蕉,kiwi;banana,bad,鉀含量過高，腎臟病患者不飲用；並有滑腸作用,48,飲食宜忌速查輕圖典,N/A
615,楊桃;葡萄柚,N/A,bad,一起食用容易拉肚子；且含鉀量高，腎功能不佳者不宜食用,49,飲食宜忌速查輕圖典,N/A
616,螃蟹;柿子,N/A,bad,易凝結成塊，不利於腸胃的吸收利用,50,飲食宜忌速查輕圖典,N/A
617,秋刀魚;香腸,N/A,bad,產生致癌物，提高癌症罹患率,51,飲食宜忌速查輕圖典,N/A
618,干貝;火腿,scallop;ham,bad,產生致癌物，提高癌症罹患率,52,飲食宜忌速查輕圖典,N/A
619,酒;小魚乾,N/A,bad,高普林食物，不適合痛風患者食用,53,飲食宜忌速查輕圖典,N/A
620,海帶;茶,kelp;tea,bad,會抑制人體對鐵質的吸收、利用,54,飲食宜忌速查輕圖典,DUP
621,糙米;綠豆,brown rice;green bean,bad,易產生螯合物，不利於人體腸胃吸收,55,飲食宜忌速查輕圖典,N/A
622,豆漿;生雞蛋,soy milk||soymilk;raw egg,bad,阻礙人體對各類生物素的吸收利用，並有感染沙門氏菌的危險,56,飲食宜忌速查輕圖典,DUP
623,優酪乳;火腿,yogurt;ham,bad,易產生致癌物，提高癌症罹患率,57,飲食宜忌速查輕圖典,DUP
624,蛋;茶葉,egg;tea leaf,bad,會影響人體對蛋白質及鐵質的吸收,58,飲食宜忌速查輕圖典,DUP
625,牛奶;巧克力,milk;chocolate,bad,易產生草酸鈣，不利於人體對鈣質的吸收利用,59,飲食宜忌速查輕圖典,N/A
626,花生;牡蠣,peanut;oyster,bad,減弱人體對維生素B1的吸收利用率,60,飲食宜忌速查輕圖典,N/A
627,可樂;豆腐,cola;tofu,bad,易結合成草酸鈣，不利於人體吸收利用,61,飲食宜忌速查輕圖典,N/A
628,乳酪;咖啡,N/A,bad,易結合成草酸鈣，不利於人體吸收利用,62,飲食宜忌速查輕圖典,N/A
629,牛奶;紅豆,milk;red bean,bad,鐵、鈣會產生拮抗作用，降低鐵質的吸收利用率,63,飲食宜忌速查輕圖典,N/A
630,紅豆;薏仁,N/A,bad,易結合成不利胃腸吸收的螯合物：且容易引發流產風險,64,飲食宜忌速查輕圖典,N/A
631,蓮子;花生,N/A,bad,鉀含量過高，不適合腎功能不好者食用,65,飲食宜忌速查輕圖典,N/A
632,紫米;茶,N/A,bad,阻礙人體對鐵質的吸收、利用,66,飲食宜忌速查輕圖典,N/A
633,糙米;紫甘藍,N/A,bad,不利於人體對維生素B1的吸收利用,67,飲食宜忌速查輕圖典,N/A
634,桑椹;韭菜,N/A,bad,容易消化不良，造成腹痛、下痢,68,飲食宜忌速查輕圖典,N/A
635,蘿蔔;胡蘿蔔,N/A,bad,消減了白蘿蔔和胡蘿蔔原有的營食價值,69,飲食宜忌速查輕圖典,N/A
636,紅棗;蔥,N/A,bad,容易導致脹氣使身體不適,71,飲食宜忌速查輕圖典,N/A
637,醋;茯苓,N/A,bad,兩者同食，相互抵消藥性,75,飲食宜忌速查輕圖典,N/A
638,烏梅;豬肉,N/A,bad,藥性相忌，一起食用容易拉肚子,77,飲食宜忌速查輕圖典,N/A
639,蜂蜜;蔥,N/A,bad,蜂蜜和蔥容易發脹，同食易造成脹氣,81,飲食宜忌速查輕圖典,N/A
640,山藥;鯽魚,N/A,bad,一起料理不利於人，會影響山藥營養素的吸收,83,飲食宜忌速查輕圖典,N/A
641,豬肉;牛肉,pork;beef,bad,豬肉滋膩陰寒，而牛肉安中益氣，兩者有所抵觸，不宜同食,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,DUP
642,豬肉;豆類,N/A,bad,豬肉與豆類同食易引起脹氣和氣滯,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
643,豬肉;香菜,N/A,bad,香菜耗氣傷神，豬肉滋膩助濕熱，不宜配食,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
644,豬肉;魚頭,N/A,good,健脾止瀉、滋補保健,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
645,豬肉;白菜,N/A,good,滋陰潤燥,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,DUP
646,豬肉;竹筍,pork;bamboo shoot,good,清熱化痰、益氣止咳,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
647,豬肉;木耳,N/A,good,降低心血管疾病的發病率,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
648,豬肉;海帶,pork;kelp,good,祛濕、止癢,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
649,豬肉;白蘿蔔,pork;white radish,good,可收健脾潤膚、健胃消食、化痰順氣的效果,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,DUP
650,豬肉;茄子,pork;eggplant,good,增加血管彈性,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
651,豬肉;山楂,N/A,good,可以使用燉得酥爛，更利於消化吸收,90,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
652,牛肉;韭菜,N/A,bad,易引起氣血不順、發熱動火,92,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
653,牛肉;紅糖,N/A,bad,易引起脹氣,92,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
654,牛肉;紅蘿蔔,beef;carrot,good,活血明目、抗衰老。可預防貧血、活化大腦思緒,92,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
655,牛肉;芹菜,N/A,good,健脾、利尿、降壓,92,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
656,牛肉;蠶豆,N/A,good,健脾利濕、補虛強體，防治營養性水腫,92,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
657,牛肉;木耳,N/A,good,補脾胃、氣血雙補,92,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
658,羊肉;南瓜,lamb||mutton;pumpkin,bad,易引發黃疸和腳氣病,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
659,羊肉;茶,lamb||mutton;tea,bad,生成鞣酸蛋白質，易致便秘,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,DUP
660,羊肉;西瓜,lamb||mutton;watermelon,bad,一熱一寒，對腸胃不利,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,DUP
661,羊肉;醋,lamb||mutton;vinegar,bad,酸味的醋有收斂利用，不利體內陽氣生發，同吃會讓羊肉的溫補作用打折扣,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,DUP
662,羊肉;梨,N/A,bad,阻礙消化、易致腹脹,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
663,羊肉;白米,lamb||mutton;white rice,good,補虛損、益氣血,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
664,羊肉;山藥,N/A,good,補虛益氣、暖胃壯陽,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
665,羊肉;香菜,N/A,good,固腎壯陽、開胃健力,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
666,羊肉;杏仁,N/A,good,溫補肺氣、止咳,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
667,羊肉;雞蛋,lamb||mutton;egg,good,增強滋補功效，營養價值相乘更高,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
668,羊肉;白蘿蔔,lamb||mutton;white radish,good,補虛、清熱、消痰,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
669,羊肉;當歸,N/A,good,增強羊肉補虛養血的功效,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
670,羊肉;米酒,N/A,good,溫中散寒功效更強,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
671,羊肉;薑,lamb||mutton;ginger root,good,溫中散寒功效更強,94,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
672,雞肉;芹菜,N/A,bad,同食傷元氣。可能導致身體免疫力降低，因而引起多種疾病,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
673,雞肉;李子,N/A,bad,李子性熱、雞肉溫補，同食對健康不利，且會拉肚子，可能引起痢疾,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
674,雞肉;芥末,N/A,bad,芥末屬熱性，與溫補的雞同吃恐助火熱，有損健康,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
675,雞肉;鯉魚,N/A,bad,雞肉甘溫、鯉魚甘平。雞肉補中助陽，鯉魚下氣利水，兩者功能相背,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
676,雞肉;洋蔥,N/A,good,同食可活血降脂。可改善血液循環，有促進腸道蠕動、代謝作用,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
677,雞肉;冬瓜,N/A,good,補中益氣、消腫輕身,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
678,雞肉;栗子,N/A,good,雞肉造血療虛，栗子健脾，二者共煮營養價值更高,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
679,雞肉;花椰菜,chicken;brocoli,good,可增強肝臟解毒功能、提高免疫力、預防感冒,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
680,雞肉;木耳,N/A,good,補血和血、健美養顏,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
681,雞肉;紅豆,chicken;red bean,good,兩者同食，動物性蛋白質和植物性蛋白質相搭配，可提高蛋白質利用率，提高營養價值,96,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
682,烏骨雞;莧菜,N/A,bad,導致營養流失,98,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
683,烏骨雞;黃豆,N/A,bad,影響蛋白質、鐵、鋅的吸收,98,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
684,烏骨雞;紅豆,N/A,good,補血養顏、強身健體,98,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
685,烏骨雞;紅棗,N/A,good,補血養顏,98,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
686,烏骨雞;枸杞,N/A,good,補虛養身,98,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
687,烏骨雞;蓮子,N/A,good,補血養心,98,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
688,鴨肉;甲魚,N/A,bad,皆涼性，多食易腹瀉,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
689,鴨肉;大蒜,N/A,bad,易造成滯氣（腹內產生氣體）,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
690,鴨肉;山楂,N/A,bad,兩者均屬寒涼性，不宜同食,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
691,鴨肉;白米,duck;white rice,good,補益脾胃，利尿消腫,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
692,鴨肉;糯米,N/A,good,能養胃、補血、生津,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
693,鴨肉;海帶,N/A,good,能夠軟化血管、降血壓,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
694,鴨肉;竹筍,duck;bamboo shoot,good,改善燥氣，可改善痔瘡出血,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
695,鴨肉;蓮藕,N/A,good,有清熱解暑的功效,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
696,鴨肉;山藥,N/A,good,健脾養胃、固腎、滋陰補肺,99,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
697,鵝肉;魚鰾,N/A,good,補氣養陰、補腎益智,100,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
698,鵝肉;青花菜,N/A,good,降低人體對膽固醇的吸收,100,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
699,鵝肉;白蘿蔔,N/A,good,利肺氣，止咳化痰,100,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
700,鵝肉;竹笙,N/A,good,益氣補虛、養陰潤肺、生津止渴,100,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
701,鵪鶉蛋;紫菜,N/A,good,補腎養血、降血壓，適合肝腎陰虛型高血壓患者食用,101,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
702,鵪鶉蛋;木耳,N/A,good,營養更豐富，適合補虛,101,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
703,鵪鶉蛋;香菇,quail egg;mushroom,good,營養更豐富，適合補虛,101,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
704,鵪鶉蛋;紅棗,N/A,good,補腎、壯陽,101,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
705,鵪鶉蛋;黑棗,N/A,good,補腎、壯陽,101,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
706,鵪鶉蛋;牛奶,quail egg;milk,good,利於營養吸收,101,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
707,雞蛋;地瓜,N/A,bad,不易消化，加重腸胃負擔，易造成腹痛,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
708,雞蛋;茶,egg;tea,bad,刺激腸胃，不利於消化吸收,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
709,雞蛋;豆漿,egg;soymilk||soy milk,bad,抑制蛋白質消化吸收,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,DUP
710,雞蛋;牛肉,egg;beef,good,滋補營養，抗衰老,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
711,雞蛋;菠菜,egg;spinach,good,預防貧血,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
712,雞蛋;苦瓜,N/A,good,利於牙齒、骨骼和血管健康,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
713,雞蛋;百合,N/A,good,滋陰潤燥,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
714,雞蛋;羊肉,egg;lamb||mutton,good,提高滋補功效,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
715,雞蛋;韭菜,N/A,good,補腎、行氣、止痛,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
716,雞蛋;金針菇,N/A,good,健腦益智效果更強,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
717,雞蛋;白糖,N/A,good,滋陰清熱、護肝明目,102,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
718,豆腐;菠菜,tofu;spinach,bad,會生成不溶性的草酸鈣，影響鈣質吸收,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
719,豆腐;蔥,N/A,bad,蔥中含草酸，會生成草酸鈣，破壞了豆腐對人體的營養作用,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
720,豆腐;蜂蜜,tofu;honey,bad,容易發生腹瀉,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
721,豆腐;牛奶,tofu;milk,bad,降低營養價值,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
722,豆腐;豬肉,tofu;pork,good,提高營養價值,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
723,豆腐;蝦,tofu;shrimp,good,降壓降脂，促進消化吸收,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
724,豆腐;魚,tofu;fish,good,促進營養吸收並可提高營養價值,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
725,豆腐;海帶,N/A,good,可降低膽固醇，維持碘平衡,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
726,豆腐;白蘿蔔,tofu;white radish,good,提高營養價值，促進營養吸收,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
727,豆腐;香菇,tofu;mushroom,good,能抗癌及降壓降脂,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
728,豆腐;洋菇,N/A,good,能滋陰、益氣、化痰,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
729,豆腐;金針菇,N/A,good,強體、益智,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
730,豆腐;木耳,N/A,good,可以益氣養胃,104,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
731,動物肝臟;花菜,N/A,bad,降低營養素的吸收,106,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
732,動物肝臟;辣椒,N/A,bad,肝中的銅、鐵會合辣椒的維生素C發生反應，使營養素流失,106,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
733,動物肝臟;菠菜,N/A,good,補血，可防治貧血,106,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
734,動物肝臟;蔥,N/A,good,可促進營養吸收,106,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
735,動物肝臟;枸杞,N/A,good,滋補肝腎、明目益精,106,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
736,動物血;菠菜,N/A,good,養血護肝,107,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
737,動物血;蒜苗,N/A,good,補血養血、利腸通便,107,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
738,鯉魚;豬肉,N/A,bad,可能會食物中毒，不利健康,108,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
739,鯉魚;豬肝,N/A,bad,有刺激作用因而會影響消化,108,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
740,鯉魚;雞肉,N/A,bad,雞肉補中助陽而鯉魚下氣利水，性味不反但功能相背,108,圖解《本草綱目》飲食禁忌vs.黃金搭配,N/A
